simulation_number,day,avg_resources,total_thefts,agents_alive,count_PusilanimeAgent,count_ThiefAgent,count_TipForTapAgent,count_TipForTapSecureAgent,count_RandomAgent,count_ABRAgent,count_SearchAgent,count_ResentfulAgent,count_ExploteAgent,avg_resources_PusilanimeAgent,avg_resources_ThiefAgent,avg_resources_TipForTapAgent,avg_resources_TipForTapSecureAgent,avg_resources_RandomAgent,avg_resources_ABRAgent,avg_resources_SearchAgent,avg_resources_ResentfulAgent,avg_resources_ExploteAgent
172,90,2179.446808510638,1314,94,9,15,11,3,12,15,16,11,2,1954.4444444444443,2168.4666666666667,2295.3636363636365,2422.0,2028.6666666666667,2309.3333333333335,2072.5625,2307.4545454545455,2354.5
172,180,3285.8811188811187,3781,143,9,20,11,3,12,41,16,29,2,3203.3333333333335,2875.45,3779.7272727272725,4129.0,3804.5833333333335,2955.512195121951,4008.875,3165.2758620689656,3406.0
172,270,5077.5187165775405,6424,187,9,20,11,3,12,63,19,48,2,5617.444444444444,5286.3,6289.363636363636,6868.0,6504.916666666667,4520.857142857143,5910.105263157895,4521.645833333333,5611.0
172,360,6823.958506224067,9184,241,9,20,11,3,12,95,19,70,2,8392.666666666666,8568.75,9448.181818181818,10140.333333333334,9736.416666666666,5774.210526315789,8965.684210526315,5865.9857142857145,8480.0
172,450,7870.961403508772,11680,285,9,20,11,3,12,128,19,81,2,10471.222222222223,11412.4,11664.636363636364,12294.0,12069.333333333334,6285.609375,11383.21052631579,7021.135802469136,10579.5
172,540,10307.097058823529,14648,340,9,28,11,3,17,168,20,82,2,14432.555555555555,12455.57142857143,15590.272727272728,16361.333333333334,11989.64705882353,8423.583333333334,14849.85,10494.926829268292,14310.0
172,630,10820.114583333334,18854,384,9,41,11,3,25,189,22,82,2,15723.777777777777,11070.439024390244,17109.909090909092,17786.666666666668,9965.64,9124.936507936507,15419.59090909091,11873.792682926829,15658.5
172,720,12596.743119266055,24613,436,9,61,11,3,33,208,27,82,2,18442.222222222223,10851.918032786885,20046.18181818182,21006.666666666668,10536.575757575758,11293.677884615385,15666.814814814816,14929.890243902439,18329.0
116,1,621.94,7,50,5,5,7,6,6,4,10,0,7,616.0,627.8,675.7142857142857,568.8333333333334,694.8333333333334,552.75,587.0,0,640.7142857142857
116,90,2553.4893617021276,1865,94,5,22,7,6,20,7,20,0,7,2731.6,2284.5454545454545,2843.1428571428573,3071.3333333333335,2460.65,2733.285714285714,2669.05,0,2293.285714285714
116,180,2912.2397260273974,5543,146,5,28,7,6,29,26,38,0,7,3220.0,2501.1785714285716,3384.4285714285716,5221.166666666667,3092.2413793103447,2786.8076923076924,2749.5526315789475,0,2488.714285714286
116,270,3854.223404255319,9971,188,5,26,7,12,34,42,55,0,7,3514.6,3365.3076923076924,4340.285714285715,4418.833333333333,4203.735294117647,4161.738095238095,3568.7272727272725,0,3159.285714285714
116,360,4982.854700854701,14588,234,5,26,7,24,38,59,68,0,7,4600.2,4619.307692307692,6314.857142857143,4091.875,5558.815789473684,5473.135593220339,4624.117647058823,0,4555.142857142857
116,450,5018.942238267148,19556,277,5,26,7,35,42,78,77,0,7,4846.6,4861.0,6575.142857142857,3760.5714285714284,5797.785714285715,5325.538461538462,4825.558441558442,0,4502.142857142857
116,540,7832.918429003021,25473,331,5,26,7,45,44,108,89,0,7,8019.4,8036.384615384615,9743.285714285714,6663.533333333334,9211.227272727272,7632.722222222223,7778.303370786517,0,7670.571428571428
116,630,9582.021333333334,31331,375,5,26,7,53,46,137,94,0,7,10299.6,10898.23076923077,12028.714285714286,8237.622641509433,11568.717391304348,8685.39416058394,10074.893617021276,0,9787.285714285714
116,720,11163.511627906977,37755,430,5,26,7,63,48,179,95,0,7,12837.6,14373.846153846154,14465.285714285714,9509.507936507936,13988.208333333334,9308.787709497206,13048.38947368421,0,12106.0
181,1,500.1,11,50,1,5,5,3,12,9,2,6,7,399.0,585.2,466.2,472.0,504.3333333333333,493.1111111111111,495.5,512.8333333333334,482.14285714285717
181,90,2280.3829787234044,1268,94,1,10,5,3,24,28,2,14,7,1679.0,2474.5,2381.0,2732.0,2383.125,2089.0,2840.0,2221.285714285714,2195.1428571428573
181,180,5049.208053691275,2902,149,1,10,5,3,29,53,3,38,7,5574.0,6323.8,6298.8,7051.666666666667,6055.172413793103,4680.075471698113,5715.0,3853.3684210526317,6236.285714285715
181,270,7194.160621761658,4688,193,1,10,5,3,29,76,4,58,7,9201.0,10372.2,9714.6,10850.666666666666,9837.827586206897,6477.171052631579,7368.25,5501.137931034483,9760.57142857143
181,360,9286.939516129032,6519,248,1,15,5,3,31,115,7,64,7,13255.0,10424.533333333333,13995.6,15080.333333333334,13296.322580645161,7835.521739130435,7236.285714285715,8698.75,13953.42857142857
181,450,13464.743150684932,9412,292,1,24,5,3,37,142,9,64,7,17638.0,12503.416666666666,19785.0,20946.0,16897.54054054054,11829.929577464789,11189.666666666666,14202.6875,19640.571428571428
181,540,14830.109510086455,13646,347,1,43,5,3,43,169,12,64,7,21213.0,10500.093023255815,23308.4,24319.666666666668,18287.25581395349,13378.89349112426,12116.166666666666,17679.890625,22791.14285714286
181,630,16877.306905370842,19589,391,1,61,5,3,44,191,15,64,7,23580.0,11204.475409836066,26872.2,27763.666666666668,21773.863636363636,15448.382198952879,13371.266666666666,21596.46875,26126.85714285714
181,720,18462.286995515697,27072,446,1,78,5,3,45,223,20,64,7,25920.0,12401.064102564103,30000.4,30941.0,25008.88888888889,16848.152466367712,13499.25,25624.6875,29378.428571428572
138,1,622.1,7,50,3,5,9,5,6,3,7,2,10,584.0,727.4,564.4444444444445,608.4,671.8333333333334,622.0,648.0,561.0,603.9
138,90,2074.148936170213,1790,94,3,23,9,5,13,5,23,2,11,1772.0,1978.0869565217392,1883.888888888889,2309.0,2501.4615384615386,2410.6,1956.1304347826087,3005.5,1825.8181818181818
138,180,2279.4893617021276,5229,141,3,34,9,5,14,19,36,10,11,1504.0,1925.1176470588234,2189.222222222222,3707.4,3321.5714285714284,2380.8947368421054,2252.9444444444443,2023.3,1829.4545454545455
138,270,4002.8729281767955,9753,181,3,34,9,8,16,33,49,18,11,2958.0,3057.294117647059,3830.8888888888887,4975.0,5047.8125,4498.333333333333,3932.734693877551,4569.611111111111,3023.0
138,360,5138.310638297872,14449,235,3,35,9,13,17,58,55,34,11,4032.6666666666665,4010.9714285714285,5517.777777777777,5448.923076923077,6827.588235294118,5073.120689655172,5576.436363636363,5014.970588235294,4272.909090909091
138,450,7546.713261648745,19787,279,3,35,9,17,17,81,56,50,11,6595.0,6537.457142857143,8370.777777777777,7743.35294117647,9996.64705882353,7008.0123456790125,8689.517857142857,7012.9,6828.454545454545
138,540,9555.299401197604,24821,334,3,35,9,22,17,108,56,73,11,9742.0,9444.771428571428,11661.555555555555,9359.227272727272,13329.29411764706,8558.472222222223,11936.375,8162.45205479452,9601.0
138,630,10294.42513368984,29915,374,3,35,9,26,17,123,56,94,11,11354.666666666666,11099.914285714285,13052.888888888889,9784.615384615385,15110.235294117647,9321.439024390244,13524.42857142857,8215.712765957447,11147.454545454546
138,720,11740.360655737704,34964,427,3,35,9,31,17,146,56,119,11,14144.333333333334,14009.257142857143,15825.111111111111,10991.09677419355,17929.235294117647,10548.431506849314,16237.232142857143,9187.512605042017,13614.545454545454
160,1,621.56,6,50,8,3,9,5,5,3,4,3,10,665.875,546.0,602.1111111111111,710.8,594.0,571.0,649.0,647.3333333333334,591.9
160,90,2242.351063829787,1284,94,8,15,9,10,21,3,15,3,10,2090.25,2519.133333333333,2380.0,2045.9,2100.285714285714,2902.0,2036.5333333333333,3032.3333333333335,2193.6
160,180,3292.087248322148,4638,149,8,30,9,10,36,9,26,11,10,3494.375,3032.266666666667,4069.0,4491.3,3258.1388888888887,2655.0,3181.269230769231,2972.818181818182,3346.2
160,270,3575.573684210526,9381,190,8,34,9,12,41,21,32,23,10,3506.0,3063.1176470588234,4659.777777777777,5406.166666666667,3921.6585365853657,2576.095238095238,3655.15625,3271.304347826087,3326.2
160,360,4205.048672566371,14100,226,8,32,9,18,45,31,35,38,10,3606.75,3529.4375,5339.777777777777,5180.222222222223,4702.955555555555,3471.2903225806454,4490.628571428571,4074.657894736842,3599.1
160,450,5973.451851851852,19347,270,8,32,9,31,48,43,39,50,10,5324.125,4961.9375,7484.666666666667,5682.419354838709,6720.333333333333,5332.372093023256,6284.410256410257,6322.58,5485.1
160,540,6705.48,24489,325,8,32,9,51,48,58,42,67,10,6524.25,5628.9375,9146.222222222223,5477.411764705882,8265.3125,5929.982758620689,7371.928571428572,6958.731343283582,6876.7
160,630,8821.737127371274,29503,369,8,32,9,67,48,70,42,83,10,9049.75,7580.8125,12112.0,7310.805970149254,11079.1875,7952.471428571429,10058.07142857143,8874.421686746988,9391.5
160,720,9770.591981132075,34632,424,8,32,9,87,48,85,42,103,10,10925.125,8938.0,14281.666666666666,7916.114942528736,13031.104166666666,8655.29411764706,12003.261904761905,9468.922330097088,11144.8
180,1,509.62,7,50,5,6,5,8,4,6,5,7,4,433.0,504.5,508.0,516.75,553.25,570.6666666666666,508.4,486.14285714285717,508.25
180,90,1786.0,1554,90,7,22,5,8,9,11,12,12,4,1465.2857142857142,1448.090909090909,1636.4,2058.625,1821.3333333333333,2151.3636363636365,1730.5833333333333,2139.4166666666665,1869.25
180,180,3136.2608695652175,3888,138,7,17,5,8,11,32,14,40,4,2774.714285714286,2948.235294117647,2960.8,4306.375,3526.090909090909,2940.78125,3455.3571428571427,2994.4,3240.75
180,270,3780.063583815029,6004,173,7,17,5,8,11,46,14,61,4,3829.0,3533.1176470588234,4093.2,5530.125,4571.272727272727,3478.8695652173915,4542.214285714285,3473.098360655738,4154.0
180,360,5982.035087719299,8093,228,7,17,5,8,11,73,14,89,4,6892.571428571428,6875.117647058823,7476.0,9050.625,7991.727272727273,5129.301369863014,7874.142857142857,5473.91011235955,7307.5
180,450,6613.2819548872185,10219,266,7,17,5,8,11,94,14,106,4,8481.42857142857,8348.588235294117,8970.6,10792.25,9444.454545454546,5509.829787234043,9517.214285714286,6002.396226415094,8834.5
180,540,8894.616822429907,12284,321,7,17,5,8,11,124,14,131,4,12290.42857142857,12484.35294117647,12652.0,14635.25,13247.818181818182,7611.959677419355,13517.07142857143,7992.076335877862,12688.25
180,630,10837.483333333334,14430,360,7,17,5,8,11,145,14,149,4,15533.714285714286,16060.0,15685.2,17814.125,16470.363636363636,9555.95172413793,16779.785714285714,9623.885906040268,15784.0
180,720,12948.4578313253,16666,415,7,19,5,11,11,180,22,156,4,19473.14285714286,18636.526315789473,19627.0,16213.636363636364,20653.727272727272,11328.544444444444,14011.318181818182,12521.942307692309,19679.5
193,1,367.88,0,50,7,7,7,5,5,5,2,6,6,354.0,386.0,383.85714285714283,406.4,301.0,369.6,289.0,365.1666666666667,395.5
193,90,2375.68085106383,1854,94,7,27,8,6,12,12,3,13,6,2226.285714285714,2167.222222222222,2340.375,3079.1666666666665,2521.0,2132.5833333333335,2797.0,2595.5384615384614,2340.1666666666665
193,180,2443.9527027027025,4665,148,7,28,8,6,12,35,3,43,6,2462.4285714285716,2129.9285714285716,2883.375,4804.833333333333,3390.25,2004.3428571428572,3618.6666666666665,2254.813953488372,2381.0
193,270,3803.2620320855617,7190,187,7,27,8,6,12,53,3,65,6,4028.4285714285716,3426.6666666666665,4421.75,7115.166666666667,4942.916666666667,3337.6415094339623,5156.0,3654.4615384615386,3868.0
193,360,5191.004132231405,9801,242,7,27,8,6,12,78,3,95,6,6320.571428571428,5737.148148148148,6889.5,9828.5,7170.666666666667,4423.538461538462,7495.333333333333,4777.642105263158,5923.833333333333
193,450,6817.0,12312,286,7,27,8,6,12,95,3,122,6,8602.142857142857,8259.703703703704,9339.0,12523.166666666666,9614.666666666666,6108.178947368421,9888.333333333334,6078.3442622950815,8284.666666666666
193,540,7842.658753709199,14854,337,7,27,8,6,12,116,3,152,6,10585.142857142857,10403.74074074074,11536.125,14758.166666666666,11690.25,7132.862068965517,12206.333333333334,6844.703947368421,10405.333333333334
193,630,11277.385826771653,17565,381,7,27,8,6,12,136,3,176,6,15061.0,15351.62962962963,16236.5,19460.0,16272.166666666666,10478.073529411764,16666.333333333332,10060.5,14863.333333333334
193,720,13166.454128440368,20151,436,7,27,8,6,12,161,3,206,6,18552.428571428572,19187.074074074073,19890.75,23241.666666666668,19767.833333333332,12294.130434782608,20287.333333333332,11680.067961165048,18425.833333333332
104,1,587.2,3,50,5,2,8,7,6,3,7,2,10,548.6,787.5,557.5,601.8571428571429,589.6666666666666,501.3333333333333,588.8571428571429,630.0,594.5
104,90,2527.648936170213,1323,94,7,15,8,8,14,3,25,2,12,2141.5714285714284,2584.8,2738.625,2726.625,2641.214285714286,3257.3333333333335,2306.84,3205.0,2440.3333333333335
104,180,3457.1073825503354,4948,149,7,35,8,8,19,8,48,4,12,3087.4285714285716,2873.0857142857144,4266.875,5183.5,4213.8421052631575,3040.0,3243.3958333333335,3717.25,3533.4166666666665
104,270,4043.560209424084,10256,191,7,44,8,8,19,20,61,12,12,3297.8571428571427,2966.0454545454545,5046.5,7129.25,5704.0,3518.6,4175.229508196721,3751.1666666666665,3572.6666666666665
104,360,5554.056910569106,16998,246,7,49,8,15,19,35,79,22,12,4629.571428571428,3963.9795918367345,6940.125,6393.533333333334,8256.684210526315,5523.828571428571,5724.911392405063,5751.318181818182,4935.333333333333
104,450,7397.733564013841,23772,289,7,48,8,24,19,47,94,30,12,6321.428571428572,5339.583333333333,9363.875,7231.333333333333,10627.0,7721.04255319149,7433.808510638298,8209.2,6589.666666666667
104,540,6500.57100591716,30790,338,7,48,8,42,19,62,99,41,12,5767.857142857143,4400.6875,9024.625,4930.9047619047615,10459.421052631578,6653.903225806452,7017.606060606061,7054.585365853659,5919.833333333333
104,630,6447.115485564304,38032,381,7,48,8,54,19,74,105,54,12,5639.0,4040.1041666666665,9466.5,4995.925925925926,10839.578947368422,6656.378378378378,7092.428571428572,6753.018518518518,5795.75
104,720,7152.2,45363,435,7,48,8,69,19,89,107,76,12,6755.571428571428,4598.666666666667,10655.375,5794.246376811594,12100.052631578947,7315.9775280898875,8231.102803738318,6764.5526315789475,6856.583333333333
171,1,374.92,7,50,3,5,7,5,3,5,8,10,4,397.6666666666667,344.4,338.2857142857143,431.4,409.3333333333333,441.6,406.625,314.0,369.25
171,90,2380.095744680851,1519,94,3,17,7,7,7,8,24,17,4,2294.0,1973.235294117647,2556.285714285714,2696.285714285714,2316.714285714286,2754.125,2257.25,2642.823529411765,2295.5
171,180,3596.0738255033557,3745,149,3,17,7,7,7,29,26,49,4,3787.3333333333335,2802.529411764706,4728.571428571428,5518.428571428572,4399.428571428572,3020.9655172413795,4116.7692307692305,3383.7755102040815,3459.0
171,270,5072.362694300518,6187,193,3,17,7,7,7,43,26,79,4,6055.666666666667,3727.705882352941,6956.285714285715,8366.0,6563.142857142857,4479.674418604651,6184.7307692307695,4670.126582278481,5465.25
171,360,5146.798387096775,8490,248,3,17,7,7,7,60,26,117,4,6975.0,3997.0588235294117,8099.571428571428,9846.285714285714,7374.285714285715,4477.733333333334,7155.884615384615,4528.051282051282,6447.75
171,450,7465.15625,10908,288,3,17,7,7,7,68,26,149,4,10196.333333333334,6210.529411764706,11371.142857142857,13328.285714285714,10153.714285714286,7091.867647058823,9920.038461538461,6653.4697986577185,9572.5
171,540,10723.078717201166,13405,343,3,17,7,7,7,87,26,185,4,14791.333333333334,9701.882352941177,16416.0,18295.0,14639.714285714286,9995.045977011494,14288.0,9864.14054054054,14333.0
171,630,13157.509043927648,15752,387,3,17,7,7,7,103,26,213,4,18614.666666666668,12595.35294117647,20318.428571428572,22344.285714285714,18288.0,12204.650485436894,17770.23076923077,12220.835680751174,18298.25
171,720,13674.861990950227,18245,442,3,17,7,7,7,126,26,245,4,20866.333333333332,14375.29411764706,22745.571428571428,24763.85714285714,20339.714285714286,12195.817460317461,19887.76923076923,12761.195918367346,20529.5
135,1,507.98,8,50,8,8,4,6,3,6,8,2,5,509.25,593.25,495.25,498.8333333333333,447.3333333333333,491.8333333333333,493.0,523.5,464.2
135,90,2367.411111111111,1905,90,8,23,4,6,5,17,17,5,5,1779.875,2327.217391304348,2187.0,2894.8333333333335,2358.6,2368.8823529411766,2653.3529411764707,2534.4,1868.4
135,180,3020.6275862068965,4614,145,8,23,4,6,5,47,32,15,5,2685.625,3286.782608695652,3046.25,4898.333333333333,3884.2,2715.6382978723404,3002.5625,2835.266666666667,2733.6
135,270,5143.910052910053,7771,189,8,23,4,7,5,71,43,23,5,5131.375,6105.260869565217,5754.5,6980.714285714285,6862.0,4718.56338028169,4939.046511627907,4891.0,4928.8
135,360,6084.360655737705,11189,244,8,25,4,8,5,101,55,33,5,6883.125,7778.92,7483.25,8364.75,9356.6,5415.207920792079,5972.272727272727,5538.181818181818,6648.2
135,450,7063.868055555556,15398,288,8,31,4,8,5,125,61,41,5,8404.0,8382.483870967742,9048.75,10381.5,11634.8,6239.712,7373.704918032787,6325.658536585366,8154.4
135,540,8542.411078717201,20633,343,8,37,4,8,5,155,70,51,5,10660.625,9762.513513513513,11245.0,13064.0,14233.6,7634.451612903225,9075.228571428572,7669.980392156863,10622.8
135,630,10518.97157622739,26494,387,8,44,4,8,5,179,75,59,5,13268.125,11378.0,13666.5,15952.75,17620.0,9513.68156424581,11475.693333333333,9543.169491525423,13400.8
135,720,11602.355203619909,33063,442,8,50,4,8,5,209,84,69,5,15127.375,12634.78,15863.75,18250.25,19885.6,10545.88038277512,12608.02380952381,10541.59420289855,15213.0
189,1,543.8,10,50,8,5,5,1,7,3,4,14,3,589.125,554.8,461.8,591.0,574.5714285714286,461.3333333333333,503.75,545.5714285714286,581.3333333333334
189,90,2634.0,1529,92,9,20,5,1,18,3,6,26,4,2623.5555555555557,2075.2,2730.0,3489.0,2363.722222222222,4120.333333333333,2968.1666666666665,2943.153846153846,2708.5
189,180,5055.115646258503,4138,147,9,20,5,1,21,13,8,66,4,5392.222222222223,4263.95,6572.0,8101.0,5677.761904761905,4287.692307692308,5826.0,4904.984848484848,5755.5
189,270,6458.929347826087,6772,184,9,20,5,1,21,15,8,101,4,7402.888888888889,4733.2,9068.8,11116.0,7753.571428571428,6589.333333333333,7760.5,6091.782178217822,7918.5
189,360,6411.965811965812,9128,234,9,20,5,1,21,15,8,151,4,8530.111111111111,4242.15,10539.6,13013.0,8474.42857142857,8073.933333333333,8154.125,5776.576158940397,9126.75
189,450,7365.438848920863,11497,278,9,20,5,1,21,15,8,195,4,10279.444444444445,3933.2,12756.0,15273.0,9725.238095238095,10068.733333333334,9141.25,6801.297435897436,10679.0
189,540,6883.871875,13768,320,9,18,5,1,21,15,8,239,4,10481.333333333334,2553.1666666666665,13411.0,15874.0,9464.47619047619,10487.0,8833.875,6314.694560669456,10919.75
189,630,8478.994397759103,15980,357,9,18,5,1,21,15,8,276,4,12605.444444444445,2303.5,15946.0,18240.0,10994.42857142857,12824.2,10341.5,8026.021739130435,13239.75
189,720,9921.029126213592,18222,412,9,18,5,1,21,15,8,331,4,15099.555555555555,2107.0555555555557,18911.8,21277.0,12841.0,15528.733333333334,11998.875,9473.534743202417,15870.5
168,1,496.34,10,50,3,8,3,8,4,10,5,4,5,447.0,459.875,551.0,517.75,494.0,514.1,542.2,438.75,483.8
168,90,2628.3829787234044,1599,94,3,18,3,8,6,33,11,7,5,2633.0,2609.5555555555557,2571.3333333333335,3249.0,3178.5,2391.060606060606,2693.7272727272725,2766.5714285714284,2303.6
168,180,4928.718120805369,3629,149,3,19,3,8,6,76,16,13,5,5490.0,6371.1578947368425,6031.666666666667,6967.875,7074.666666666667,4013.907894736842,5244.5,5021.307692307692,5265.0
168,270,7346.4507772020725,6309,193,3,27,3,8,6,108,20,13,5,8719.333333333334,9036.962962962964,9361.0,10536.125,10951.333333333334,6087.7962962962965,8028.8,8430.846153846154,8394.0
168,360,7665.153225806452,10433,248,3,56,3,8,6,126,28,13,5,10023.0,6421.160714285715,10899.0,12413.0,12862.0,7186.880952380952,7493.357142857143,10530.153846153846,9975.6
168,450,8297.836879432623,16342,282,3,73,3,8,6,140,31,13,5,10876.666666666666,6264.7945205479455,11651.0,13583.5,14648.666666666666,8196.035714285714,8205.225806451614,12657.846153846154,10431.6
168,540,8442.308605341246,24648,337,3,93,3,8,6,170,36,13,5,11692.666666666666,5817.913978494624,11951.333333333334,15057.875,16199.5,8582.870588235293,8471.25,15134.384615384615,10920.0
168,630,9400.509234828496,33678,379,3,96,3,8,6,205,40,13,5,12695.0,7047.708333333333,12889.666666666666,16920.375,17633.666666666668,9275.726829268293,9369.95,17885.846153846152,11891.2
168,720,10854.200460829494,43022,434,3,97,3,8,6,254,45,13,5,14125.0,9563.98969072165,14700.666666666666,19357.625,20466.333333333332,10170.74409448819,10927.355555555556,21152.076923076922,13760.6
182,1,579.04,10,50,3,9,5,7,2,4,11,6,3,501.3333333333333,653.6666666666666,663.2,538.1428571428571,452.0,538.75,579.4545454545455,550.0,583.0
182,90,1715.2386363636363,1915,88,3,20,5,8,2,13,18,16,3,1081.3333333333333,1322.65,1475.6,2263.625,2330.0,1830.0,1813.7222222222222,1933.0625,1243.6666666666667
182,180,2697.639705882353,3797,136,3,14,5,13,2,32,18,46,3,2411.6666666666665,2217.6428571428573,2970.6,3284.5384615384614,3966.0,2495.625,3292.722222222222,2509.8695652173915,2843.3333333333335
182,270,6124.077777777778,5600,180,3,14,5,17,2,48,18,70,3,7314.666666666667,5819.642857142857,7471.4,6846.294117647059,8106.5,5706.208333333333,7608.222222222223,5677.142857142857,6904.0
182,360,7811.761702127659,7409,235,3,14,5,22,2,68,18,100,3,10629.666666666666,9046.5,11071.8,8514.681818181818,12008.0,7120.867647058823,10890.611111111111,6991.48,10376.0
182,450,9950.691756272401,9205,279,3,14,5,26,2,84,18,124,3,14228.0,12464.785714285714,14936.8,10694.115384615385,15526.5,9208.964285714286,14421.5,8868.943548387097,14126.333333333334
182,540,10670.302395209581,10866,334,3,14,5,31,2,104,18,154,3,16620.666666666668,14715.92857142857,17672.8,11408.032258064517,17862.0,9954.5,16986.166666666668,9341.103896103896,16903.333333333332
182,630,12680.132275132275,12600,378,3,14,5,35,2,120,18,178,3,20333.333333333332,18172.571428571428,21432.4,13399.4,21457.5,12079.408333333333,20437.222222222223,11124.477528089888,20354.0
182,720,13058.54609929078,14411,423,3,14,5,42,2,136,18,200,3,22445.333333333332,19827.428571428572,23423.8,12893.047619047618,23574.0,12622.20588235294,22207.38888888889,11443.96,22641.666666666668
186,1,568.64,6,50,4,6,8,5,1,6,5,9,6,605.5,619.5,532.5,591.2,650.0,576.8333333333334,538.0,559.3333333333334,540.3333333333334
186,90,2118.5,1785,94,4,26,8,6,4,11,14,15,6,2044.25,1644.576923076923,2422.625,2734.0,2070.75,2341.2727272727275,2002.2857142857142,2617.266666666667,1848.3333333333333
186,180,2436.608695652174,4212,138,4,18,8,6,4,27,14,51,6,2542.75,1876.611111111111,2978.25,3980.8333333333335,3010.25,2415.296296296296,2608.785714285714,2307.1960784313724,2191.1666666666665
186,270,4142.61581920904,6287,177,4,18,8,6,4,40,14,77,6,4722.5,3021.4444444444443,5378.0,6855.666666666667,5288.5,3953.275,4652.428571428572,3971.3246753246754,4266.333333333333
186,360,5464.2198275862065,8298,232,4,18,8,6,4,59,14,113,6,7094.25,4317.777777777777,7997.375,9701.5,7315.5,5038.983050847458,6579.928571428572,5138.070796460177,6688.5
186,450,8822.173913043478,10419,276,4,18,8,6,4,83,14,133,6,11669.25,8221.055555555555,12534.375,14516.5,11858.0,7676.9277108433735,10946.42857142857,8639.857142857143,10987.0
186,540,10396.425981873112,12477,331,4,18,8,6,4,113,14,158,6,14986.75,11424.777777777777,15871.5,18045.0,15187.0,8698.150442477876,14159.214285714286,10205.525316455696,14340.166666666666
186,630,12593.8,14564,375,4,18,8,7,4,137,14,177,6,18662.0,15242.666666666666,19763.625,19194.285714285714,18910.25,10701.350364963504,17935.35714285714,12323.0,17866.333333333332
186,720,14150.974418604652,16649,430,4,18,8,13,4,167,14,196,6,22165.0,19074.277777777777,23232.25,13091.307692307691,22422.5,12109.652694610779,21435.928571428572,14063.020408163266,21403.333333333332
187,1,602.78,7,50,3,5,4,9,8,7,6,3,5,695.3333333333334,665.6,646.75,545.7777777777778,590.125,616.2857142857143,617.3333333333334,626.0,521.8
187,90,2414.0425531914893,1773,94,3,19,4,9,14,22,11,7,5,2482.0,2024.5263157894738,2298.25,2981.8888888888887,2583.214285714286,2228.7727272727275,2785.4545454545455,2553.5714285714284,2253.0
187,180,3132.4026845637586,4296,149,3,25,4,9,14,57,11,21,5,3445.0,2434.88,3319.5,4713.111111111111,4094.0714285714284,2806.7719298245615,4339.181818181818,2784.2380952380954,3264.4
187,270,3988.806282722513,7073,191,3,28,4,9,14,84,11,33,5,4401.666666666667,3574.0714285714284,4601.25,6351.222222222223,5511.714285714285,3533.654761904762,5940.181818181818,3383.3030303030305,4407.0
187,360,5021.983739837398,10233,246,3,33,4,9,15,119,11,47,5,6204.333333333333,5484.333333333333,6520.75,8184.666666666667,7332.333333333333,4268.781512605042,8405.0,4175.553191489362,5878.2
187,450,7941.489655172414,14097,290,3,37,4,9,19,146,14,53,5,9546.666666666666,9457.054054054053,10153.25,12038.666666666666,9361.78947368421,7013.753424657534,10104.642857142857,7272.037735849057,9351.0
187,540,11119.608695652174,18521,345,3,51,4,9,23,179,15,56,5,13825.0,11815.392156862745,14697.75,16593.777777777777,12022.173913043478,9997.027932960895,14432.266666666666,11315.25,13590.8
187,630,13416.0,24214,389,3,68,4,9,27,202,15,56,5,17190.333333333332,12864.29411764706,17768.25,20011.0,13800.555555555555,12254.445544554455,18378.133333333335,14905.25,16586.0
187,720,15326.135135135135,32067,444,3,95,4,9,29,228,15,56,5,19847.0,12955.557894736841,20347.5,23502.11111111111,16382.172413793103,14300.513157894737,22290.133333333335,18828.64285714286,19444.0
173,1,462.36,7,50,6,3,5,7,12,4,7,2,4,470.8333333333333,491.3333333333333,441.2,450.14285714285717,467.25,431.5,479.85714285714283,503.5,440.75
173,90,1801.9893617021276,1543,94,7,14,5,7,33,5,14,3,6,1479.5714285714287,1800.142857142857,1901.8,1912.0,1698.2424242424242,2245.4,1995.7857142857142,2192.0,1524.8333333333333
173,180,1337.2727272727273,4608,121,5,19,5,7,37,15,18,11,4,634.0,1309.7894736842106,1377.0,1600.0,1349.4594594594594,1322.8666666666666,1532.111111111111,1269.4545454545455,1088.5
173,270,4359.127272727273,8276,165,5,24,6,7,39,31,29,20,4,3358.8,3477.3333333333335,4227.833333333333,5666.142857142857,4638.4358974358975,4523.064516129032,4126.3448275862065,4916.85,3715.25
173,360,4602.836363636364,12374,220,5,24,6,7,39,56,37,42,4,3932.0,3734.7916666666665,5248.0,7147.285714285715,5810.4358974358975,4233.410714285715,4505.108108108108,4124.380952380952,4554.75
173,450,5895.82196969697,16417,264,5,24,6,7,39,76,37,66,4,5704.8,4885.291666666667,7413.166666666667,9302.714285714286,7634.461538461538,5411.605263157895,6306.72972972973,5062.151515151515,6162.75
173,540,7557.480519480519,20769,308,5,24,6,7,39,92,37,94,4,8089.2,6784.958333333333,9944.333333333334,12013.57142857143,10098.641025641025,7029.152173913043,8744.432432432432,6195.914893617021,8542.25
173,630,9663.5,25089,352,5,24,6,7,39,108,37,122,4,10850.8,9411.958333333334,13075.166666666666,15230.0,13050.333333333334,9108.907407407407,11649.432432432432,7933.975409836065,11162.75
173,720,11200.120393120393,29502,407,5,24,6,7,39,129,37,156,4,13662.2,11732.375,15995.666666666666,18320.0,15937.589743589744,10505.527131782947,14437.675675675675,9090.22435897436,13824.75
